userid,timestamp,itemid,interactiontype,feature1,feature2,purchase
111,2022-04-14 07:12:41,item-12,add-to-cart,2.05,48.26,0
157,2025-09-10 13:43:13,item-64,purchase,27.66,48.27,0
454,2021-11-15 04:25:17,item-24,click,55.74,48.27,0
939,2026-01-10 08:30:29,item-20,favorite,17.09,48.28,0
252,2023-05-11 18:20:20,item-68,add-to-cart,28.99,48.3,0
287,2022-07-15 06:06:31,item-80,view,82.4,48.31,0
13,2023-10-24 06:12:54,item-42,favorite,76.84,48.32,0
180,2026-02-22 09:48:14,item-19,purchase,81.23,48.33,1
182,2025-04-02 12:50:12,item-31,add-to-cart,97.82,48.33,0
339,2026-01-19 23:54:39,item-8,favorite,66.98,48.33,0
360,2025-11-02 09:48:14,item-24,favorite,6.18,48.33,0
771,2025-03-27 10:16:18,item-61,purchase,33.87,48.33,1
505,2026-03-21 23:37:56,item-62,purchase,81.36,48.35,1
594,2023-07-12 11:49:30,item-12,click,17.38,48.36,0
892,2025-03-13 09:36:53,item-61,add-to-cart,43.62,48.36,0
510,2022-04-15 21:24:29,item-78,view,61.45,48.37,0
921,2023-06-17 19:38:27,item-21,view,33.46,48.37,0
401,2025-12-20 08:11:00,item-65,purchase,72.37,48.39,1
635,2025-03-11 07:17:42,item-47,favorite,8.79,48.39,0
687,2025-08-29 14:00:04,item-59,add-to-cart,6.45,48.41,0
622,2023-09-06 22:52:32,item-95,click,70.73,48.42,0
954,2024-12-15 05:12:55,item-6,click,10.84,48.43,0
558,2024-04-16 07:56:52,item-27,favorite,23.12,48.44,0
154,2024-09-01 11:13:45,item-67,add-to-cart,63.21,48.45,0
757,2025-12-11 17:59:32,item-70,purchase,4.52,48.46,1
330,2025-08-08 07:27:23,item-33,view,93.45,48.47,0
330,2025-08-21 12:34:39,item-93,view,15.38,48.47,0
342,2025-08-22 11:43:11,item-27,favorite,68.22,48.47,0
126,2025-11-12 14:51:10,item-11,view,42.41,48.49,0
551,2024-05-31 10:38:59,item-77,favorite,36.85,48.49,0
633,2024-01-05 16:51:40,item-70,add-to-cart,92.49,48.49,0
385,2024-01-31 13:19:54,item-60,view,13.26,48.5,0
891,2023-09-15 07:40:57,item-89,view,75.2,48.5,0
482,2024-11-11 00:34:08,item-44,add-to-cart,32.61,48.51,0
45,2025-12-23 14:59:35,item-62,purchase,56.43,48.52,1
140,2025-03-12 23:25:32,item-31,click,84.11,48.52,0
319,2024-10-02 10:16:57,item-47,add-to-cart,49.01,48.52,0
550,2025-08-29 16:39:43,item-71,click,42.02,48.52,0
624,2026-01-01 13:25:04,item-16,view,46.41,48.52,0
49,2021-06-25 07:41:58,item-55,view,88.45,48.53,0
802,2026-06-06 15:19:56,item-54,add-to-cart,77.92,48.53,0
319,2026-02-24 17:44:19,item-19,favorite,91.18,48.55,0
430,2024-07-08 14:18:19,item-10,favorite,19.43,48.55,0
973,2024-06-26 18:58:33,item-100,add-to-cart,82.25,48.56,0
573,2025-06-13 23:30:20,item-14,click,45.44,48.59,0
759,2025-10-02 14:35:13,item-33,view,98.16,48.6,0
297,2025-05-11 02:35:01,item-22,favorite,10.11,48.63,0
481,2022-05-10 04:23:21,item-16,add-to-cart,52.73,48.63,0
878,2026-03-07 12:07:52,item-18,view,35.6,48.63,0
760,2025-09-01 21:04:21,item-84,click,45.87,48.64,0
394,2022-10-11 07:43:36,item-44,add-to-cart,25.08,48.65,1
907,2026-04-04 21:37:36,item-71,add-to-cart,30.24,48.66,0
350,2023-03-22 02:11:56,item-63,view,23.57,48.67,0
569,2023-11-08 03:05:38,item-37,view,62.96,48.68,0
286,2023-06-29 11:26:16,item-10,favorite,51.29,48.69,0
94,2022-08-02 06:19:40,item-50,view,39.37,48.72,0
620,2025-09-18 16:19:31,item-48,favorite,59.97,48.73,0
321,2022-01-19 08:33:23,item-73,add-to-cart,25.54,48.75,0
588,2022-09-28 02:08:59,item-87,add-to-cart,69.38,48.76,0
809,2023-08-14 18:09:26,item-1,click,34.29,48.77,0
873,2023-09-05 12:26:35,item-27,view,41.89,48.77,0
115,2025-12-25 03:01:30,item-100,click,51.1,48.81,0
918,2024-08-04 00:07:51,item-59,purchase,19.42,48.81,1
594,2022-10-25 17:36:12,item-35,click,7.82,48.84,0
667,2023-09-03 17:17:31,item-58,add-to-cart,67.53,48.86,0
232,2026-04-19 04:46:28,item-90,add-to-cart,70.52,48.88,0
399,2025-05-27 04:33:09,item-33,view,97.59,48.88,0
486,2025-08-30 16:09:21,item-93,purchase,41.19,48.88,1
730,2025-04-21 22:39:36,item-20,favorite,18.74,48.88,0
925,2025-07-30 15:07:46,item-26,add-to-cart,69.43,48.88,0
283,2024-11-14 09:33:36,item-85,purchase,86.34,48.89,0
441,2026-06-19 06:29:25,item-33,click,31.08,48.89,0
714,2025-06-14 01:51:58,item-13,purchase,50.62,48.89,0
235,2024-08-26 12:36:47,item-8,click,43.01,48.93,0
788,2022-09-24 14:31:58,item-89,purchase,42.68,48.93,1
942,2025-04-26 15:42:27,item-65,click,95.16,48.93,0
545,2024-03-28 00:21:29,item-38,click,78.14,48.94,0
498,2023-06-12 14:05:18,item-99,add-to-cart,55.98,48.95,0
570,2025-09-17 00:13:29,item-75,favorite,17.97,48.95,0
991,2025-11-30 02:22:06,item-92,add-to-cart,49.46,48.97,0
392,2025-04-25 03:08:08,item-62,click,63.99,48.98,0
726,2024-07-12 22:01:12,item-50,view,24.55,48.99,0
34,2022-08-24 16:51:20,item-62,favorite,20.3,49.01,0
835,2020-08-25 17:05:52,item-31,click,71.07,49.01,0
356,2025-01-25 11:04:30,item-23,favorite,66.02,49.02,0
703,2026-04-06 17:36:33,item-26,add-to-cart,25.89,49.03,0
834,2025-06-20 05:12:51,item-33,add-to-cart,18.37,49.03,0
809,2023-09-22 02:02:11,item-91,add-to-cart,25.54,49.04,0
497,2026-02-08 19:18:17,item-98,favorite,37.08,49.06,0
845,2022-06-24 19:43:26,item-33,purchase,45.18,49.06,1
194,2024-07-21 17:35:15,item-72,purchase,4.48,49.07,1
198,2024-01-28 15:52:30,item-100,add-to-cart,69.15,49.07,0
945,2024-08-17 05:18:12,item-88,view,34.47,49.07,0
152,2023-05-21 21:11:03,item-5,favorite,58.1,49.08,0
283,2026-04-21 06:23:25,item-39,favorite,89.07,49.09,0
887,2022-12-05 09:46:01,item-31,favorite,33.54,49.09,0
945,2025-05-16 15:59:32,item-1,view,46.3,49.11,0
983,2025-05-30 05:47:49,item-75,add-to-cart,72.12,49.11,0
291,2023-05-11 02:10:44,item-39,view,35.5,49.14,0
827,2025-06-29 20:04:56,item-18,favorite,12.24,49.14,0
848,2025-09-17 13:32:47,item-78,favorite,83.71,49.14,0
920,2026-04-09 23:39:54,item-91,view,97.77,49.14,0
364,2022-06-06 05:08:21,item-44,purchase,59.75,49.15,1
618,2026-03-19 01:23:44,item-18,view,46.19,49.15,0
894,2026-03-04 18:47:48,item-93,view,83.27,49.15,0
377,2024-02-09 11:09:53,item-47,add-to-cart,1.33,49.16,0
386,2025-07-24 01:20:08,item-79,click,37.16,49.16,0
731,2022-10-04 00:10:13,item-74,view,36.88,49.16,0
855,2025-10-14 05:43:54,item-15,favorite,55.69,49.16,0
85,2026-05-02 22:40:50,item-87,view,34.76,49.17,0
471,2026-03-31 21:26:47,item-91,purchase,2.4,49.17,1
520,2024-08-01 02:44:15,item-6,click,46.23,49.18,0
933,2026-03-30 17:49:18,item-96,purchase,94.77,49.18,1
104,2025-02-10 12:25:53,item-12,favorite,86.82,49.19,1
247,2025-02-11 03:50:12,item-79,favorite,11.78,49.2,1
281,2026-02-07 20:12:39,item-99,view,37.66,49.2,0
695,2024-04-13 11:51:34,item-98,view,46.31,49.2,0
943,2024-02-27 03:13:25,item-28,favorite,86.76,49.21,0
449,2025-12-20 00:26:03,item-89,click,51.39,49.22,1
612,2024-06-17 01:50:23,item-64,favorite,17.35,49.22,0
761,2025-11-03 01:44:53,item-71,click,28.93,49.24,0
833,2025-09-05 17:05:12,item-55,add-to-cart,11.59,49.25,0
373,2025-11-17 14:32:58,item-7,favorite,18.82,49.28,0
651,2023-09-19 07:58:05,item-91,add-to-cart,91.75,49.29,0
18,2024-07-27 02:55:06,item-74,click,27.95,49.3,0
447,2026-06-19 21:16:01,item-82,click,72.16,49.3,0
916,2021-10-01 11:37:40,item-42,favorite,96.29,49.3,0
370,2026-02-03 10:25:04,item-26,view,26.26,49.31,0
437,2025-10-31 19:42:50,item-76,click,53.55,49.32,0
452,2025-05-26 22:44:36,item-65,view,89.03,49.32,0
654,2025-12-22 18:03:50,item-64,add-to-cart,90.13,49.33,0
286,2024-09-03 15:29:36,item-23,view,12.75,49.34,0
858,2025-08-03 21:20:49,item-60,view,35.07,49.35,0
944,2024-04-15 06:59:51,item-6,favorite,33.42,49.35,0
104,2022-01-25 07:53:26,item-52,view,55.06,49.36,0
510,2023-02-21 13:20:20,item-19,purchase,41.04,49.36,1
593,2026-01-21 07:26:58,item-92,view,84.1,49.36,0
613,2026-06-29 07:48:51,item-86,view,80.95,49.37,0
625,2023-05-09 23:24:58,item-74,purchase,50.24,49.37,1
639,2024-08-12 04:37:30,item-90,add-to-cart,69.13,49.37,0
880,2024-08-29 18:36:29,item-10,favorite,98.3,49.39,0
685,2022-08-14 22:08:38,item-11,purchase,19.02,49.4,1
166,2024-10-11 07:34:12,item-42,purchase,43.74,49.41,0
643,2025-11-06 16:30:33,item-100,purchase,1.79,49.41,1
884,2023-12-01 18:26:51,item-84,purchase,98.12,49.41,1
719,2021-11-09 07:06:47,item-16,click,53.57,49.42,0
205,2023-08-04 01:22:09,item-13,click,73.22,49.43,1
389,2025-10-19 00:30:28,item-89,click,89.34,49.43,1
666,2023-02-25 07:56:51,item-94,purchase,2.1,49.43,0
652,2025-10-16 20:00:21,item-74,favorite,7.33,49.44,0
982,2026-03-15 13:03:05,item-97,click,47.03,49.44,0
819,2022-10-05 18:00:37,item-30,purchase,34.74,49.46,1
139,2022-12-15 05:24:39,item-15,click,13.51,49.49,0
998,2025-01-19 02:29:06,item-45,add-to-cart,56.94,49.49,0
271,2024-09-14 10:41:34,item-10,purchase,91.97,49.52,1
149,2025-11-22 14:13:43,item-50,favorite,61.16,49.54,0
508,2023-09-17 02:30:34,item-67,view,32.86,49.55,0
529,2025-09-20 19:59:25,item-81,add-to-cart,89.33,49.55,0
985,2025-05-03 05:41:06,item-61,view,3.66,49.56,0
952,2025-12-24 03:29:26,item-60,view,55.32,49.58,1
728,2024-03-24 06:38:11,item-84,favorite,20.06,49.61,0
290,2025-01-18 07:44:00,item-46,click,66.93,49.63,0
366,2025-03-09 05:27:19,item-8,favorite,51.51,49.66,0
490,2023-09-01 12:08:52,item-67,view,6.22,49.66,0
467,2025-09-22 16:47:31,item-88,add-to-cart,5.06,49.67,0
3,2025-11-09 11:59:54,item-53,add-to-cart,11.22,49.68,0
899,2025-01-17 20:31:09,item-86,click,98.63,49.68,0
616,2026-01-27 01:50:17,item-56,click,91.8,49.7,1
10,2024-06-03 02:41:03,item-35,purchase,4.68,49.72,0
345,2022-10-28 14:58:33,item-95,favorite,62.91,49.72,0
769,2025-08-12 11:08:39,item-7,add-to-cart,20.13,49.72,0
868,2025-02-02 11:34:23,item-55,purchase,41.95,49.72,1
994,2021-02-09 03:51:45,item-5,view,25.96,49.72,0
190,2021-10-27 04:38:13,item-4,favorite,58.81,49.74,0
855,2024-10-14 20:42:13,item-64,add-to-cart,28.71,49.74,0
178,2022-11-17 15:10:53,item-87,view,44.78,49.75,0
412,2024-09-11 21:41:29,item-37,purchase,3.54,49.75,1
767,2026-04-23 13:03:18,item-32,add-to-cart,16.54,49.75,0
874,2026-02-18 12:12:00,item-91,click,75.34,49.75,0
260,2026-03-13 14:46:37,item-96,favorite,79.62,49.77,0
459,2023-02-04 21:12:06,item-92,view,29.16,49.77,0
517,2025-11-03 08:47:33,item-91,purchase,33.66,49.77,0
686,2024-08-20 00:46:29,item-76,add-to-cart,18.19,49.77,0
347,2023-05-31 17:09:59,item-59,view,76.6,49.78,0
599,2026-03-26 14:27:56,item-58,purchase,83.02,49.78,1
538,2025-03-29 10:57:14,item-30,purchase,23.64,49.79,1
687,2025-07-22 02:59:50,item-44,add-to-cart,94.16,49.8,0
955,2026-04-08 11:38:18,item-42,add-to-cart,70.98,49.8,0
986,2025-10-22 04:45:49,item-66,purchase,51.38,49.8,0
244,2021-03-16 00:39:18,item-52,favorite,82.77,49.81,1
369,2026-05-22 12:16:16,item-91,favorite,88.37,49.82,0
38,2024-11-26 15:19:27,item-59,purchase,45.73,49.83,1
797,2026-05-05 13:05:19,item-24,add-to-cart,56.99,49.83,0
732,2025-09-22 15:55:05,item-31,add-to-cart,98.12,49.84,0
761,2024-08-04 11:45:55,item-59,click,67.5,49.84,0
609,2021-07-26 05:32:34,item-42,click,37.12,49.85,0
530,2026-02-27 04:56:32,item-95,add-to-cart,63.9,49.87,1
683,2023-12-09 17:30:02,item-5,click,35.33,49.88,0
19,2026-03-19 07:58:32,item-49,purchase,47.15,49.91,1
506,2026-01-02 17:30:51,item-12,favorite,22.04,49.91,0
578,2024-12-31 05:36:10,item-85,view,92.35,49.91,0
606,2026-04-24 13:33:58,item-6,view,84.84,49.91,0
655,2026-03-25 05:40:07,item-53,click,44.76,49.91,1
792,2026-03-17 11:40:26,item-70,click,39.16,49.91,0
956,2025-09-08 01:55:40,item-90,favorite,72.86,49.91,0
239,2021-09-13 03:57:38,item-46,favorite,52.55,49.93,0
371,2025-08-23 07:25:11,item-65,view,43.19,49.94,0
65,2024-02-26 04:12:07,item-68,click,32.61,49.96,0
420,2025-10-20 12:26:52,item-49,purchase,2.65,49.96,1
554,2024-09-04 05:47:35,item-47,favorite,69.54,50,0
22,2026-06-20 05:05:07,item-49,click,0.84,50.02,0
88,2025-10-14 17:22:02,item-9,click,8.23,50.02,0
155,2022-08-20 00:23:43,item-26,add-to-cart,53.67,50.02,0
750,2024-02-27 21:50:38,item-46,purchase,36.93,50.02,0
185,2026-02-22 20:37:16,item-46,view,30.34,50.03,0
344,2026-03-04 22:18:29,item-6,favorite,76.63,50.03,0
675,2025-07-19 06:43:59,item-22,view,86.37,50.03,0
676,2025-02-18 19:38:36,item-4,view,35.81,50.03,0
293,2025-06-11 02:05:25,item-31,favorite,59.28,50.04,0
663,2025-01-12 12:32:53,item-60,click,79.59,50.04,1
987,2024-10-05 07:43:58,item-74,purchase,31.59,50.04,1
200,2026-03-11 07:57:32,item-91,purchase,88.62,50.08,1
173,2025-10-10 16:47:11,item-70,click,15.12,50.09,0
593,2022-07-22 19:04:50,item-78,favorite,0.64,50.09,0
513,2022-12-19 22:20:50,item-36,purchase,32.44,50.1,1
646,2023-05-01 14:58:47,item-39,click,19.6,50.1,0
74,2024-11-07 19:33:42,item-61,favorite,27.75,50.12,0
221,2026-04-05 12:03:50,item-64,purchase,99.94,50.13,1
605,2026-01-28 16:19:56,item-40,view,85.47,50.13,0
691,2024-08-14 16:57:03,item-23,click,46.94,50.13,0
297,2023-11-07 09:48:59,item-65,view,58.79,50.14,0
516,2025-02-02 05:37:49,item-20,view,15.37,50.14,0
613,2024-01-22 09:43:51,item-12,purchase,20.73,50.15,1
737,2025-03-29 20:36:32,item-50,favorite,17.86,50.15,0
70,2026-01-26 23:15:14,item-95,add-to-cart,16.85,50.17,0
90,2024-06-13 16:05:26,item-16,favorite,38.7,50.17,0
192,2024-06-03 21:50:37,item-16,add-to-cart,62.48,50.18,0
954,2026-07-02 06:23:54,item-4,purchase,62.24,50.18,1
73,2024-02-20 13:14:26,item-62,click,68.5,50.2,0
867,2024-04-22 20:34:39,item-80,favorite,72.06,50.22,0
556,2023-05-26 22:37:05,item-84,click,49.76,50.25,0
951,2024-10-30 17:55:03,item-37,purchase,51.43,50.25,1
643,2025-11-15 03:37:38,item-31,view,12.0,50.26,0
153,2023-02-05 14:59:50,item-31,purchase,92.14,50.27,1
814,2025-11-21 22:14:27,item-7,click,97.54,50.27,1
383,2025-11-19 15:23:51,item-76,view,82.12,50.28,0
142,2024-10-12 19:15:30,item-74,favorite,96.31,50.3,0
347,2021-11-16 22:09:40,item-55,add-to-cart,26.43,50.3,0
928,2026-03-12 17:58:47,item-81,click,72.48,50.3,0
223,2023-11-06 15:14:48,item-74,purchase,89.35,50.31,1
472,2026-01-27 11:35:21,item-65,purchase,27.61,50.33,0
993,2025-06-07 23:07:10,item-18,purchase,97.75,50.33,0
200,2026-02-24 06:42:51,item-28,add-to-cart,91.33,50.34,0
553,2025-03-04 21:23:03,item-96,add-to-cart,2.23,50.34,0
901,2024-06-26 14:45:35,item-52,purchase,83.05,50.35,1
32,2022-11-10 20:15:45,item-20,click,21.45,50.36,1
91,2026-06-15 16:56:16,item-54,favorite,93.46,50.36,0
643,2025-07-19 19:14:43,item-19,favorite,96.51,50.37,0
939,2023-10-15 18:30:30,item-51,view,65.52,50.37,0
184,2025-09-24 13:48:58,item-43,add-to-cart,18.15,50.38,0
199,2025-05-07 18:04:02,item-3,add-to-cart,89.12,50.4,0
228,2022-09-23 16:48:45,item-61,purchase,95.24,50.4,0
391,2024-06-03 19:01:38,item-33,view,24.6,50.41,0
529,2024-03-19 06:35:37,item-74,click,22.73,50.41,1
864,2026-01-27 10:36:53,item-24,click,28.61,50.41,0
499,2025-01-13 19:30:43,item-34,click,6.47,50.42,0
683,2023-08-07 14:33:34,item-11,view,37.22,50.42,0
260,2024-04-12 06:15:56,item-48,click,32.2,50.43,0
275,2024-07-14 18:43:58,item-97,favorite,82.13,50.44,0
427,2024-07-02 12:14:05,item-37,favorite,86.61,50.44,0
601,2022-05-12 21:10:48,item-76,view,90.97,50.45,0
728,2023-12-24 06:19:02,item-66,add-to-cart,25.35,50.45,0
140,2025-05-04 01:59:00,item-37,view,26.88,50.46,0
860,2024-11-07 17:34:04,item-29,view,72.53,50.46,0
348,2022-01-23 04:24:18,item-7,click,69.78,50.47,1
722,2025-07-03 07:36:46,item-74,favorite,37.64,50.47,0
406,2023-05-31 02:42:55,item-99,view,87.74,50.48,0
848,2025-07-20 12:57:36,item-68,purchase,57.35,50.49,1
288,2025-08-09 06:29:58,item-79,view,66.88,50.5,1
665,2024-05-20 07:58:10,item-61,view,82.05,50.5,0
576,2025-06-30 20:54:39,item-14,click,24.04,50.51,0
166,2022-03-23 00:07:23,item-55,view,43.34,50.52,0
178,2026-05-10 17:38:44,item-42,favorite,60.66,50.53,0
325,2023-12-02 10:52:14,item-50,purchase,63.11,50.53,1
432,2026-05-28 17:06:41,item-81,purchase,13.02,50.53,0
442,2022-05-17 05:44:26,item-82,click,95.95,50.53,0
505,2025-04-17 02:04:58,item-86,favorite,23.73,50.54,0
564,2025-09-28 09:45:15,item-69,add-to-cart,34.0,50.54,0
132,2023-08-16 01:57:25,item-45,view,65.59,50.55,0
601,2024-10-27 01:28:45,item-69,view,91.92,50.55,0
858,2026-02-15 08:49:06,item-28,click,12.18,50.56,0
354,2022-06-18 13:24:42,item-6,click,29.08,50.57,1
491,2022-04-18 02:21:56,item-96,add-to-cart,18.14,50.58,0
898,2024-04-03 07:21:04,item-16,favorite,20.47,50.58,0
591,2024-01-28 07:11:44,item-8,click,83.25,50.6,0
831,2025-03-09 08:40:34,item-35,add-to-cart,40.25,50.63,0
233,2025-06-09 12:42:53,item-78,click,16.66,50.64,0
646,2021-07-30 11:53:37,item-2,view,24.89,50.64,0
778,2026-06-13 15:16:18,item-87,favorite,56.46,50.64,0
804,2026-03-27 05:19:18,item-78,add-to-cart,81.32,50.64,0
186,2025-09-16 08:03:08,item-26,view,62.5,50.66,0
741,2025-03-12 21:10:19,item-50,favorite,55.62,50.66,0
438,2024-02-04 06:55:51,item-24,favorite,63.51,50.67,0
920,2022-07-20 14:27:40,item-100,click,81.13,50.67,0
877,2025-01-29 00:25:22,item-85,purchase,89.96,50.69,1
78,2021-07-18 16:56:32,item-54,add-to-cart,58.95,50.7,0
337,2025-01-13 09:07:26,item-29,add-to-cart,0.87,50.71,0
657,2024-06-11 07:34:16,item-76,favorite,27.99,50.71,0
732,2022-03-11 03:00:51,item-84,purchase,60.45,50.71,0
65,2025-11-11 15:07:46,item-27,click,20.87,50.72,0
522,2026-06-06 20:05:53,item-1,view,5.8,50.73,0
135,2022-01-12 18:29:27,item-73,add-to-cart,95.17,50.74,0
640,2023-02-23 01:24:43,item-81,purchase,18.66,50.74,1
949,2023-08-16 04:35:01,item-14,click,24.6,50.74,0
965,2025-10-13 14:20:44,item-86,view,73.02,50.74,0
376,2026-02-04 09:34:40,item-9,click,26.61,50.76,1
235,2024-04-13 02:15:15,item-80,favorite,83.19,50.77,0
924,2022-07-18 17:57:09,item-92,add-to-cart,62.81,50.77,0
297,2025-09-21 23:08:47,item-4,purchase,62.41,50.78,1
149,2023-09-04 14:48:09,item-31,favorite,68.53,50.8,0
55,2024-08-24 04:08:09,item-28,favorite,43.59,50.81,0
730,2024-09-26 00:51:39,item-83,add-to-cart,81.19,50.81,0
272,2025-01-31 11:01:30,item-4,purchase,28.8,50.82,0
937,2022-06-19 16:02:55,item-60,view,9.26,50.82,0
723,2026-03-02 04:47:57,item-75,click,66.89,50.83,1
750,2023-05-09 01:06:51,item-67,favorite,39.05,50.83,0
880,2025-04-13 06:50:07,item-67,view,35.95,50.83,0
163,2025-05-08 20:36:24,item-31,click,56.59,50.84,0
232,2025-06-18 10:22:17,item-54,favorite,88.29,50.85,0
27,2025-03-12 19:21:32,item-80,purchase,10.42,50.91,1
638,2025-07-19 11:38:06,item-79,view,83.96,50.91,0
761,2023-12-30 00:43:09,item-26,add-to-cart,91.83,50.91,0
562,2023-08-09 19:00:27,item-84,view,48.32,50.93,0
683,2021-05-25 22:49:54,item-38,purchase,17.7,50.95,1
102,2026-05-23 17:13:07,item-20,view,37.31,50.96,0
39,2026-05-22 23:19:37,item-11,click,49.68,50.97,0
745,2025-10-01 22:25:32,item-13,add-to-cart,17.49,50.97,0
992,2025-04-25 19:41:44,item-66,click,15.07,50.97,1
178,2023-12-14 05:56:34,item-89,click,70.97,50.98,1
784,2025-10-09 11:55:21,item-69,purchase,31.1,51,1
917,2021-04-20 13:56:57,item-79,favorite,52.09,51,0
485,2025-07-16 07:12:31,item-74,purchase,15.84,51.01,1
706,2024-08-06 20:47:22,item-17,click,49.12,51.04,0
803,2026-02-18 05:23:10,item-86,purchase,61.32,51.04,1
528,2024-10-04 22:43:40,item-33,add-to-cart,90.94,51.05,0
982,2026-04-05 12:18:27,item-1,purchase,58.36,51.05,1
646,2024-03-25 08:58:29,item-27,purchase,97.53,51.06,0
901,2024-02-17 23:00:02,item-51,purchase,13.37,51.06,1
377,2024-06-11 08:12:06,item-13,view,6.1,51.07,0
199,2023-10-14 08:42:47,item-89,click,15.4,51.08,0
540,2025-09-18 09:31:20,item-57,add-to-cart,79.92,51.08,1
233,2024-12-25 11:14:58,item-89,favorite,22.6,51.09,0
727,2022-01-19 22:21:16,item-16,click,40.0,51.09,0
980,2025-05-01 03:24:19,item-42,click,87.98,51.09,0
124,2023-09-28 22:14:43,item-9,view,83.26,51.1,0
739,2023-06-25 04:41:24,item-65,favorite,37.63,51.1,0
622,2024-02-27 01:55:31,item-53,click,17.67,51.11,0
684,2026-01-20 07:14:32,item-97,favorite,38.51,51.12,0
185,2025-07-08 03:55:31,item-64,click,36.5,51.13,0
438,2024-10-02 19:15:44,item-60,view,37.03,51.13,0
515,2026-02-24 19:29:56,item-67,view,20.86,51.13,0
605,2023-07-17 13:24:21,item-46,view,52.38,51.14,0
174,2026-05-24 09:59:03,item-59,view,7.37,51.15,0
363,2024-02-29 08:55:52,item-60,favorite,29.42,51.16,1
974,2021-05-13 19:09:26,item-90,favorite,87.91,51.16,0
813,2025-05-27 09:02:08,item-31,purchase,25.75,51.18,1
813,2023-09-26 14:16:06,item-57,purchase,78.7,51.18,1
383,2022-12-30 12:10:55,item-37,view,64.09,51.2,0
92,2026-02-13 14:26:51,item-23,purchase,7.05,51.21,1
116,2023-11-10 22:49:03,item-44,view,26.29,51.21,0
210,2025-04-03 13:26:49,item-18,purchase,54.18,51.21,0
660,2021-08-29 19:21:36,item-47,favorite,66.03,51.21,0
83,2025-11-24 08:55:01,item-46,view,67.19,51.24,0
701,2024-12-23 11:23:56,item-89,favorite,14.24,51.24,0
400,2022-08-24 01:08:19,item-44,add-to-cart,21.75,51.25,0
621,2025-03-24 06:12:01,item-95,click,56.7,51.25,1
777,2025-01-31 23:35:43,item-43,view,76.2,51.26,0
954,2026-01-19 17:50:06,item-91,click,36.92,51.26,0
299,2026-02-07 04:31:28,item-10,add-to-cart,15.65,51.27,1
213,2022-02-25 22:13:30,item-34,purchase,60.37,51.28,1
34,2020-12-12 02:53:47,item-85,favorite,24.33,51.3,0
628,2025-05-21 01:55:42,item-21,purchase,18.02,51.3,1
693,2024-07-23 04:09:08,item-17,favorite,59.66,51.3,0
702,2025-09-10 21:20:03,item-43,favorite,53.44,51.31,0
922,2023-08-15 15:59:20,item-77,purchase,75.42,51.31,0
948,2025-08-14 02:44:41,item-97,purchase,82.63,51.31,1
93,2025-09-01 09:30:34,item-6,favorite,12.17,51.32,0
347,2023-06-08 09:13:05,item-41,view,45.38,51.32,0
874,2025-03-31 01:26:44,item-39,view,56.44,51.32,0
396,2025-06-21 11:42:42,item-16,click,56.08,51.33,0
287,2023-04-13 13:25:27,item-48,add-to-cart,75.7,51.34,0
778,2025-12-10 09:54:41,item-20,click,95.47,51.34,1
855,2024-11-20 14:03:10,item-15,purchase,29.67,51.35,1
477,2026-06-20 19:14:33,item-85,purchase,35.85,51.36,1
782,2023-07-10 08:12:58,item-9,view,9.01,51.36,0
566,2023-06-16 03:54:31,item-84,add-to-cart,40.48,51.37,0
775,2023-06-11 07:37:13,item-88,favorite,50.78,51.37,0
510,2024-01-06 04:27:35,item-20,click,8.81,51.38,0
418,2022-08-30 08:26:24,item-28,click,33.16,51.4,0
632,2024-06-01 01:53:19,item-62,favorite,2.6,51.41,0
970,2022-08-11 03:46:31,item-63,purchase,31.38,51.42,1
578,2025-05-23 09:43:07,item-83,purchase,13.5,51.43,0
805,2021-11-20 22:07:07,item-76,view,50.26,51.44,0
440,2025-08-10 18:19:00,item-51,favorite,71.15,51.46,0
319,2026-06-19 04:27:52,item-30,add-to-cart,54.28,51.48,0
737,2026-06-03 17:45:37,item-80,click,3.05,51.48,0
1,2024-05-26 15:43:03,item-75,add-to-cart,6.61,51.49,0
178,2024-11-19 05:40:16,item-48,favorite,4.08,51.49,0
421,2024-09-25 04:32:35,item-30,click,14.38,51.49,1
809,2026-05-20 05:37:07,item-69,favorite,9.3,51.49,0
742,2024-05-06 17:13:26,item-22,view,13.13,51.5,0
160,2026-03-26 04:21:54,item-13,purchase,15.78,51.52,0
343,2021-05-23 15:15:13,item-6,purchase,50.47,51.52,1
138,2026-04-14 15:15:46,item-86,add-to-cart,30.35,51.54,0
782,2024-07-05 13:14:42,item-37,favorite,13.57,51.55,0
446,2023-12-27 03:19:05,item-19,add-to-cart,41.47,51.57,0
188,2025-05-24 17:09:07,item-28,view,88.29,51.6,0
246,2024-01-30 13:08:06,item-27,favorite,95.03,51.6,0
365,2025-01-29 03:31:45,item-74,favorite,34.68,51.6,0
899,2025-12-28 00:30:50,item-34,view,52.47,51.61,0
178,2023-03-10 08:54:21,item-100,add-to-cart,3.31,51.62,1
163,2026-05-03 01:50:30,item-6,add-to-cart,34.24,51.64,0
321,2025-10-22 09:27:22,item-19,purchase,30.72,51.64,1
132,2026-06-09 09:57:24,item-58,view,40.82,51.65,0
748,2025-07-31 15:26:16,item-29,add-to-cart,74.64,51.68,0
252,2026-05-18 15:50:50,item-12,purchase,9.96,51.69,1
608,2024-12-21 20:15:43,item-96,add-to-cart,97.82,51.71,0
